2,0,2.1264499999999997
2,1,2.08905
2,2,2.1465384615384617
2,3,2.1929
2,4,2.2496
2,5,2.2851
2,6,2.3678
2,7,2.521
2,8,2.7433500000000004
2,9,3.237
2,10,4.0724
3,0,0.4771
3,1,0.4788
3,2,0.4727
3,3,0.48050000000000004
3,4,0.4757
3,5,0.4747
3,6,0.4836
3,7,0.46950000000000003
3,8,0.4924
3,9,0.4979
3,10,0.5254
4,0,0.4778
4,1,0.4742
4,2,0.4738
4,3,0.4754
4,4,0.48160000000000003
4,5,0.47900000000000004
4,6,0.4778
4,7,0.4815
4,8,0.48529999999999995
4,9,0.49970000000000003
4,10,0.5186999999999999
5,0,0.4752
5,1,0.47859999999999997
5,2,0.48200000000000004
5,3,0.4816
5,4,0.4789
5,5,0.47500000000000003
5,6,0.4758
5,7,0.4849
5,8,0.4877
5,9,0.49760000000000004
5,10,0.516
6,0,0.47609999999999997
6,1,0.4779
6,2,0.4827
6,3,0.47659999999999997
6,4,0.4789
6,5,0.4764
6,6,0.48019999999999996
6,7,0.47900000000000004
6,8,0.49129999999999996
6,9,0.5059
6,10,0.5242
7,0,0.47609999999999997
7,1,0.473
7,2,0.4793
7,3,0.4797
7,4,0.47650000000000003
7,5,0.471
7,6,0.4802
7,7,0.4734
7,8,0.4852
7,9,0.4969
7,10,0.5201
8,0,0.47529999999999994
8,1,0.4824
8,2,0.47669999999999996
8,3,0.46749999999999997
8,4,0.476
8,5,0.4751
8,6,0.4799
8,7,0.4827
8,8,0.4944
8,9,0.5115999999999999
8,10,0.5246
9,0,0.4805
9,1,0.4833
9,2,0.4784
9,3,0.4739
9,4,0.4773
9,5,0.4751
9,6,0.4734
9,7,0.4797
9,8,0.48419999999999996
9,9,0.5025000000000001
9,10,0.5368999999999999
10,0,0.4815
10,1,0.4873
10,2,0.4818
10,3,0.4853
10,4,0.4845
10,5,0.4824
10,6,0.474
10,7,0.4834
10,8,0.4879
10,9,0.503
10,10,0.5252
11,0,1.59105
11,1,1.5865999999999998
11,2,1.5922
11,3,1.5901999999999998
11,4,1.59345
11,5,1.5868
11,6,0.4849
11,7,0.4798
11,8,0.49219999999999997
11,9,0.5095999999999999
11,10,0.5252
12,0,2.0005
12,1,2.02775
12,2,2.0512
12,3,2.035
12,4,2.01555
12,5,2.0265
12,6,0.48350000000000004
12,7,0.4881
12,8,0.4929
12,9,0.5058
12,10,0.5366
13,0,2.8145499999999997
13,1,2.8208
13,2,2.8072500000000002
13,3,2.8035
13,4,2.80535
13,5,2.80955
13,6,0.4892
13,7,0.4937
13,8,0.4998
13,9,0.5104
13,10,0.5287
14,0,4.4323999999999995
14,1,4.43375
14,2,4.4233
14,3,4.42325
14,4,4.43355
14,5,4.44215
14,6,0.49119999999999997
14,7,0.4995
14,8,0.5053
14,9,0.5197999999999999
14,10,0.5359999999999999
15,0,7.77545
15,1,7.7757499999999995
15,2,7.81485
15,3,7.804250000000001
15,4,7.75455
15,5,7.788250000000001
15,6,0.5267999999999999
15,7,0.5279
15,8,0.5282
15,9,0.5435
15,10,0.5692999999999999
16,0,14.38365
16,1,14.337100000000001
16,2,14.35405
16,3,14.4095
16,4,14.35835
16,5,14.349
16,6,0.571
16,7,0.5572
16,8,0.5765
16,9,0.5899000000000001
16,10,0.6034
17,0,27.445999999999998
17,1,27.32155
17,2,27.218449999999997
17,3,27.2352
17,4,27.2306
17,5,27.255650000000003
17,6,0.6681
17,7,0.6794
17,8,0.6849000000000001
17,9,0.6847000000000001
17,10,0.7242
18,0,53.72045
18,1,53.746700000000004
18,2,53.854600000000005
18,3,54.1125
18,4,53.781549999999996
18,5,54.131699999999995
18,6,0.8913
18,7,0.8911
18,8,0.8996
18,9,0.9161
18,10,0.9439
19,0,114.37644999999999
19,1,120.35325
19,2,124.09045
19,3,122.33335000000001
19,4,118.35300000000001
19,5,114.41959999999999
19,6,1.3412000000000002
19,7,1.3413
19,8,1.3514
19,9,1.3666999999999998
19,10,1.3993